Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2004:Q4,BabyBoom,46.9,47.3,47.7,45.2,46.6,35,40.5,34.3,33.7,36.7,35.3,35.7,32.9,44.8,44.8,72.8,63.7,49.4,48.3,44.1,52.8,52.8,55.1,44.9,41.6,51.8,45.4,45.7,43976707
2004:Q4,GenX,10.7,16.7,16.3,18.8,7.2,10.6,5.3,2.5,2.4,3,3.3,3.8,0,6.4,13.2,4.5,12.2,2.5,10.8,18,30.4,30.4,30.2,36.5,10.4,3.1,14.1,6.9,30979513
2004:Q4,Millennial,0.4,0.6,0.5,1.4,0.2,0.4,0.2,0.1,0,0.8,0.2,0.2,0.1,0.1,0.3,0,0.2,0,0.5,0.9,1.1,1.1,0.8,2.3,0.1,0.2,0.4,0.2,4461092
2005:Q1,Silent,41.5,34.9,35.1,34,45.5,52.8,54.6,62.1,63,58.5,61.6,60.9,66.1,49,41.2,22.2,24.1,47,40.2,37,15.5,15.5,13.7,16.1,46.5,46.5,39.4,46.6,32921334
2005:Q1,BabyBoom,47.1,47.1,47.5,45.1,47,35.9,40.4,34.8,34.1,37.6,34.3,34.4,33.7,45,44.9,73,64.5,50.2,48.3,43.9,53.1,53.1,55.6,44.8,43.4,50,45.5,45.9,44002773
2005:Q1,GenX,11,17.2,16.8,19.4,7.2,10.9,4.7,3,2.9,3.2,4,4.6,0,6,13.5,4.8,11.3,2.8,11,18.2,30.4,30.5,30.2,36.5,10.1,3.4,14.6,7.2,31242718
2005:Q1,Millennial,0.4,0.7,0.6,1.6,0.2,0.4,0.3,0.2,0,0.8,0.1,0.1,0.2,0,0.4,0,0.1,0,0.6,1,0.9,0.9,0.5,2.6,0,0.1,0.4,0.3,4810912
2005:Q2,Silent,41,34.6,34.8,33.1,44.9,52,55.1,60.9,61.7,57.8,60.9,60.2,65.2,48.8,40.6,21.1,23.7,45.8,39.9,36.9,15.4,15.3,13.6,15.9,44.7,47.8,38.6,46,32697601
2005:Q2,BabyBoom,47.2,46.9,47.2,44.9,47.4,36.6,40.4,35.9,35.3,38.2,34.6,34.6,34.6,45.1,45.1,73.4,64.7,51.1,48.2,43.6,52.6,52.6,54.9,44.6,44.1,48.5,45.4,46.2,44036701
2005:Q2,GenX,11.3,17.7,17.3,20.2,7.4,10.9,4.3,3,3,3.3,4.4,5.1,0,6.1,13.8,5.5,11.5,3.1,11.2,18.4,31,31,30.9,36.5,11.1,3.6,15.6,7.5,31489582
2005:Q2,Millennial,0.5,0.8,0.7,1.8,0.2,0.5,0.3,0.1,0,0.7,0.1,0.1,0.3,0,0.4,0,0.1,0,0.7,1,1,1,0.6,3,0.2,0.1,0.4,0.4,5167861
2005:Q3,Silent,40.3,34,34.3,32.7,44.1,50.9,54.9,59.7,60.8,54,60.6,60,64.1,48.3,40,20.4,23.1,44.7,39.7,36.8,15.2,15.2,13.5,15.6,42.9,48.6,38.5,45.1,32461684
2005:Q3,BabyBoom,47.4,46.8,47.1,44.8,47.8,37.4,40.6,36.6,35.7,41,34.3,34.2,35.6,45.2,45.3,73.7,64.6,51.9,48.1,43.3,52,52,54.2,44.5,45.2,47.5,46,46.6,44075402
2005:Q3,GenX,11.8,18.3,17.8,20.5,7.8,11.1,4.2,3.5,3.4,3.6,5,5.8,0,6.5,14.3,5.9,12,3.4,11.4,18.7,31.6,31.6,31.6,36.6,11.7,3.8,15,7.9,31720820
2005:Q3,Millennial,0.5,0.9,0.7,1.9,0.3,0.5,0.3,0.3,0,1.5,0,0,0.3,0.1,0.4,0,0.2,0,0.8,1.2,1.2,1.2,0.7,3.3,0.2,0.1,0.5,0.4,5531302
2005:Q4,Silent,39.7,33.6,33.8,32.3,43.5,50.1,53.9,58.7,59.7,54.4,59.9,59.5,62.8,48.2,39.4,19.6,22.7,43.5,39.4,36.8,15.1,15.1,13.4,15.4,40.8,51.8,38.2,44.5,32214379
2005:Q4,BabyBoom,47.7,46.8,47.1,44.7,48.3,38.2,41.1,37.3,36.5,40.8,34.4,34,36.8,45.4,45.4,74,64.7,52.8,48.2,43,51.4,51.4,53.6,44.4,46.1,43.8,46.4,47,44115785
2005:Q4,GenX,12.1,18.7,18.3,21,7.9,11.2,4.7,3.7,3.7,3.7,5.6,6.5,0,6.3,14.7,6.4,12.4,3.7,11.5,19,32.2,32.2,32.3,36.6,12.7,4.4,14.8,8.1,31937150
2005:Q4,Millennial,0.6,1,0.8,2,0.3,0.5,0.3,0.3,0.1,1.1,0.1,0,0.4,0.1,0.5,0,0.2,0,0.9,1.3,1.3,1.3,0.8,3.6,0.4,0,0.6,0.4,5900598
2006:Q1,Silent,39.1,33.2,33.5,31.5,42.6,48.5,54,57.4,58.5,52.8,58.2,57.7,61.2,46.9,39.7,18.6,22.3,42.3,39.1,36.6,15,15,13.2,15.1,38.6,51.1,37.5,43.8,31956485
2006:Q1,BabyBoom,47.8,46.5,46.9,44.6,48.6,39.1,41.2,38.4,37.6,42.1,35.9,35.5,38.3,45.3,45.4,74.4,64.9,53.7,48.4,42.9,50.7,50.7,52.6,44.3,46.6,44.6,46.6,47.3,44154762
2006:Q1,GenX,12.4,19.2,18.7,21.7,8.4,11.7,4.5,3.9,3.9,3.8,5.9,6.8,0,7.7,14.1,6.9,12.6,3.9,11.6,19.2,32.8,32.8,33.2,36.6,14.2,4.3,15.2,8.5,32139285
2006:Q1,Millennial,0.6,1.1,0.8,2.3,0.4,0.7,0.3,0.3,0,1.3,0.1,0,0.4,0.2,0.8,0,0.2,0,0.9,1.3,1.5,1.5,1,4,0.6,0,0.6,0.4,6275110
2006:Q2,Silent,38.7,32.8,33.1,31.1,42.2,47.7,53.5,56.7,57.6,53.6,55.7,55.2,59.2,47.3,39.2,18.3,22.4,41.2,38.8,36.5,14.9,14.8,13.1,14.9,36.3,51.2,36.9,43.4,31688799
2006:Q2,BabyBoom,48.1,46.4,46.8,44.5,49.1,39.8,41.6,38.7,37.8,41.7,38.2,37.9,40.2,45.6,45.6,74.5,65.7,54.5,48.4,42.8,50.3,50.3,52,44.2,47.2,44.5,46.7,47.7,44189244
2006:Q2,GenX,12.6,19.7,19.3,22,8.3,11.8,4.7,4.3,4.4,4,6,6.8,0.3,7,14.4,7.2,11.8,4.2,11.7,19.3,33.2,33.3,33.8,36.6,15.6,4.4,15.7,8.5,32327944
2006:Q2,Millennial,0.6,1.1,0.9,2.4,0.4,0.7,0.3,0.3,0.1,0.7,0.1,0.1,0.4,0.1,0.8,0,0.1,0,1,1.4,1.6,1.6,1.1,4.3,0.9,0,0.7,0.4,6654201
2006:Q3,Silent,38.1,32.3,32.6,30.8,41.5,46.8,52.5,55.4,56.5,51.1,55.1,55,56.4,47,38.4,17.5,22,40.1,38.6,36.3,14.7,14.7,13,14.5,33.9,51.4,36.3,42.8,31412118
2006:Q3,BabyBoom,48.3,46.4,46.8,44.3,49.5,40.6,42,39.8,38.8,43.6,37.9,37.4,42,45.7,45.8,74.9,65.8,55.4,48.5,42.7,49.9,49.9,51.7,43.7,48,44.2,46.9,48,44216140
2006:Q3,GenX,12.9,20.1,19.7,22.4,8.5,11.9,5.2,4.5,4.6,4.1,6.9,7.7,1.3,7.2,15,7.7,12,4.5,11.8,19.5,33.6,33.7,34.3,36.9,16.9,4.4,16,8.7,32503840
2006:Q3,Millennial,0.7,1.1,0.9,2.5,0.4,0.8,0.3,0.3,0.1,1.2,0,0,0.2,0.1,0.8,0,0.1,0,1.1,1.5,1.8,1.8,1.1,4.9,1.1,0,0.8,0.4,7037235
2006:Q4,Silent,37.5,32,32.3,30.2,40.7,45.9,51.3,54.5,55.8,49.5,54.1,54.1,54.1,46.1,37.5,16.6,21.4,38.9,38.3,36.2,14.6,14.5,12.8,14.2,31.3,49.5,35.7,42.1,31127240
2006:Q4,BabyBoom,48.6,46.3,46.7,44.2,49.9,41.4,42.6,39.9,38.7,44.8,38.2,37.5,43.7,45.7,46,75.2,65.6,56.3,48.6,42.5,49.6,49.6,51.3,43.5,47.8,46.2,47.1,48.3,44232363
2006:Q4,GenX,13.2,20.5,20.1,22.9,9,12,5.9,5,5.2,4.3,7.7,8.4,2.1,7.9,15.6,8.2,12.8,4.8,11.9,19.7,33.9,34,34.7,37,19.3,4.1,16.4,9.1,32667690
2006:Q4,Millennial,0.7,1.2,0.9,2.6,0.4,0.8,0.2,0.5,0.3,1.4,0,0,0.2,0.2,0.8,0,0.2,0,1.2,1.6,1.9,1.9,1.1,5.4,1.6,0.2,0.8,0.5,7423572
2007:Q1,Silent,37.1,31.8,32.2,29.4,40.1,44.4,50.6,53.4,54.6,49.1,52.1,52.2,51.8,45.6,36.9,16.1,21.2,37.8,38,36,14.4,14.4,12.7,13.9,28.6,50.6,34.9,41.6,30834961
2007:Q1,BabyBoom,48.7,46.1,46.5,44.1,50.2,42.2,42.9,41,39.8,45.2,39.9,39.3,45.4,45.8,46.2,75.4,65.9,57.1,48.9,42.4,48.9,48.9,50.4,43.2,50.2,44.9,47,48.7,44234822
2007:Q1,GenX,13.4,20.9,20.4,23.6,9.2,12.4,6.2,5.1,5.3,4.4,7.9,8.6,2.7,8.4,16.1,8.5,12.7,5.1,11.9,19.9,34.5,34.6,35.4,37.1,19.5,4.4,17.2,9.2,32820210
2007:Q1,Millennial,0.8,1.2,0.9,2.9,0.5,1,0.2,0.5,0.3,1.3,0,0,0.1,0.2,0.8,0,0.2,0,1.2,1.7,2.2,2.2,1.4,5.8,1.7,0.1,0.8,0.5,7812577
2007:Q2,Silent,36.5,31.5,32,28.8,39.3,43.9,49.9,52.2,53.6,45.8,48.5,48.4,49.3,45.3,36.2,15.1,20.6,36.6,37.7,35.9,14.3,14.2,12.6,13.6,25.6,47.7,34.4,41.1,30536079
2007:Q2,BabyBoom,49,45.9,46.3,44,50.6,42.8,43.3,41.8,40.5,47.5,43.9,43.5,47.1,46,46.4,75.7,65.7,57.6,49,42.2,48.5,48.5,49.8,43,51.8,48.1,47.2,49.1,44220428
2007:Q2,GenX,13.7,21.3,20.7,24.1,9.5,12.3,6.6,5.4,5.6,4.6,7.4,7.8,3.5,8.5,16.6,9.2,13.5,5.7,12,20.1,34.8,34.9,36,37.1,20.5,3.9,17.5,9.4,32962115
2007:Q2,Millennial,0.8,1.3,1,3.1,0.5,1,0.2,0.6,0.3,2.1,0.2,0.3,0,0.3,0.8,0,0.2,0.1,1.3,1.8,2.4,2.4,1.6,6.3,2,0.4,0.9,0.5,8203612
2007:Q3,Silent,36.2,31.2,31.8,28.3,38.9,43.1,47.7,51.8,52.2,50.5,46.6,46.5,47.1,45.2,35.6,14.5,20.4,35.5,37.4,35.7,14.1,14.1,12.5,13.2,22.6,52.3,33.7,40.7,30231391
2007:Q3,BabyBoom,49.2,45.9,46.3,43.9,51,43.5,44.1,42.8,42.2,44.8,45.5,45.2,48.8,46.2,46.6,75.9,65.9,58.1,49.2,42.1,48,48,49.6,42.5,52,42.9,47.2,49.4,44186093
2007:Q3,GenX,13.8,21.6,21,24.5,9.6,12.3,8.1,5.2,5.5,4.6,7.6,7.9,4.1,8.4,17,9.6,13.5,6.3,12,20.3,35.3,35.3,36.3,37.3,22.9,4.8,18.2,9.4,33094122
2007:Q3,Millennial,0.8,1.3,0.9,3.3,0.5,1,0.2,0.1,0.2,0.1,0.3,0.3,0,0.2,0.9,0.1,0.2,0.1,1.3,1.9,2.5,2.5,1.6,6.9,2.6,0.1,0.9,0.4,8596039
2007:Q4,Silent,35.7,31,31.6,27.7,38.3,42.3,45.9,51.5,51.8,50.5,41.3,40.8,47.4,44.9,34.8,14.5,19.9,35.1,37,35.7,13.9,13.8,12.4,12.8,23.4,48.7,33,40.3,29921749
2007:Q4,BabyBoom,49.6,46.1,46.5,44,51.5,43.8,44.8,42.8,42.3,44.5,52.4,52.8,47.8,46.9,47.2,75.8,66.5,58.3,49.6,42,48,48,49.4,42.3,52.4,45.9,47.7,50,44130018
2007:Q4,GenX,13.7,21.5,20.9,24.7,9.6,12.7,9,5.5,5.7,5,5.5,5.6,4.8,8,17,9.6,13.4,6.4,12,20.2,35.5,35.5,36.5,37.7,21.7,5.2,18.3,9.2,33216960
2007:Q4,Millennial,0.9,1.5,1.1,3.6,0.6,1.2,0.2,0.2,0.3,0,0.8,0.9,0,0.2,1,0.1,0.2,0.2,1.3,2.1,2.7,2.7,1.7,7.3,2.5,0.2,1,0.5,8989454
2008:Q1,Silent,35.4,30.7,31.3,27.4,37.9,41.5,44.2,51,51.2,50.3,38,37.3,47.7,44.9,34.1,15.3,19.8,34.6,36.5,35.7,13.6,13.6,12.3,12.3,24.1,43.5,31.8,40.2,29608217
2008:Q1,BabyBoom,50.1,46.3,46.7,44.2,52.2,44.1,45.5,43.2,42.8,44.3,56.4,57.2,46.8,47.8,47.8,75.5,68,58.5,50.5,41.9,47.9,47.9,49.1,41.9,52.6,50.9,47.6,50.6,44055579
2008:Q1,GenX,13.6,21.5,20.9,24.7,9.3,13.1,10,5.6,5.7,5.4,4.3,4.3,5.4,7.1,16.9,9.1,12.1,6.6,11.8,20.2,35.6,35.6,36.6,38.1,20.8,5.1,19.6,8.8,33331411
2008:Q1,Millennial,0.9,1.5,1.1,3.8,0.6,1.3,0.2,0.2,0.3,0,1.2,1.3,0.1,0.1,1.1,0,0.1,0.2,1.2,2.2,3,3,1.9,7.7,2.5,0.5,1,0.4,9384393
2008:Q2,Silent,35,30.3,30.9,27.2,37.5,41.8,44.2,50.3,50.6,49.4,37.2,36.2,49.9,44.4,33.4,15.7,19.2,34.2,36.1,35.7,13.4,13.4,12.2,12,24.8,44.5,31.1,39.7,29291913
2008:Q2,BabyBoom,50.6,46.6,47,44.3,52.7,44.3,45.8,43.7,43.4,44.8,57.3,58.3,45.1,48.6,48.5,75.3,68.2,58.8,50.9,41.9,46.8,46.7,47.8,41.9,55,48.7,47.9,51.4,43967441
2008:Q2,GenX,13.5,21.6,21,24.5,9.3,12.6,9.7,5.7,5.7,5.8,4.3,4.3,4.5,6.9,16.9,8.9,12.5,6.7,11.8,20.1,36.2,36.3,37.2,38.3,18.1,6.7,20.1,8.5,33438273
2008:Q2,Millennial,0.9,1.6,1.1,3.9,0.6,1.3,0.3,0.2,0.3,0,1.2,1.3,0.5,0.1,1.2,0,0.2,0.3,1.2,2.3,3.6,3.6,2.7,7.8,2.1,0.2,1,0.3,9781621
2008:Q3,Silent,34.8,30,30.7,26.8,37.3,41.1,43.9,49.9,49.9,50,36.7,35.3,52.2,45,32.7,16.4,19.3,33.8,35.6,35.6,13.1,13.1,12.1,11.5,25.4,37,30.5,39.7,28973956
2008:Q3,BabyBoom,51,46.8,47.2,44.5,53.4,44.6,46.2,44.1,44.2,43.9,57.8,59.1,43.4,50.1,49.1,75,70.2,59,51.5,41.8,47.5,47.5,48.4,41.4,52.6,56.6,48.4,51.9,43870273
2008:Q3,GenX,13.2,21.5,20.9,24.5,8.8,12.9,9.7,5.7,5.6,6.1,4.3,4.4,3.5,4.9,16.9,8.5,10.5,6.9,11.7,20.1,35.8,35.9,36.9,38.7,19.4,5.7,20,8,33538343
2008:Q3,Millennial,1,1.7,1.2,4.2,0.6,1.4,0.3,0.2,0.3,0,1.2,1.2,1,0,1.4,0,0,0.3,1.1,2.5,3.5,3.5,2.5,8.4,2.6,0.8,1.1,0.4,10181908
2008:Q4,Silent,34.7,29.7,30.5,26.3,37.4,40.1,42.5,49.3,49.1,50.1,39.6,38,53.2,47.2,32,18.5,19.9,33.4,35.2,35.5,13,13,12,11.1,25.9,47.6,29.5,39.9,28655466
2008:Q4,BabyBoom,51.5,47,47.5,44.7,54,44.8,46.7,44.9,45.4,43.4,53.1,54.4,42.3,52.8,49.7,74.4,73.7,59.1,52.4,41.7,47.1,47.1,48.8,41.2,53.4,41.1,48.1,52.6,43768739
2008:Q4,GenX,12.7,21.4,20.7,24.6,7.9,13.5,10.6,5.6,5.3,6.5,7,7.5,3.3,0,16.7,7.2,6.3,7.1,11.5,20,36.3,36.3,36.7,39,18.2,11.4,21.4,7.1,33632418
2008:Q4,Millennial,1.1,1.9,1.3,4.4,0.6,1.7,0.3,0.1,0.2,0,0.3,0.2,1.2,0,1.6,0,0,0.4,1,2.7,3.6,3.6,2.5,8.7,2.5,0,1,0.5,10586021
2009:Q1,Silent,34.3,29.4,30.2,25.8,37.1,40.2,42.2,49.4,48.5,51.7,40.1,38.1,54.5,46.3,31.3,18.7,19.6,33.1,34.7,35.5,12.7,12.7,11.9,10.7,26.5,46.5,29,39.6,28337559
2009:Q1,BabyBoom,51.8,47.2,47.7,45,54.4,45,47,44.8,46,41.7,51.6,53,41,53.7,50.3,74.2,75,59.2,53.3,41.7,47.5,47.5,49.3,40.9,55.8,40.1,48.8,52.9,43667507
2009:Q1,GenX,12.7,21.3,20.6,24.6,7.9,13.2,10.5,5.6,5.3,6.6,8.1,8.8,2.8,0,16.7,7.1,5.4,7.2,11.2,20,36.3,36.3,36.5,39.3,15.7,13.4,21.1,7,33721294
2009:Q1,Millennial,1.1,2,1.4,4.6,0.6,1.7,0.3,0.1,0.2,0,0.2,0,1.6,0,1.7,0,0,0.5,0.7,2.8,3.5,3.5,2.3,9.1,2,0,1.2,0.5,10994727
2009:Q2,Silent,33.7,29,29.7,25.6,36.2,40.1,42.4,49.5,48.8,51.2,38.6,36.2,55.7,43.3,30.5,17,18,32.8,34.2,35.4,12.5,12.5,11.8,10.4,26.9,41.6,28.6,38.7,28021355
2009:Q2,BabyBoom,52.2,47.5,48,45.2,54.7,45.2,47.3,43.6,44.4,41.8,53.6,55.5,39.9,53.4,50.8,74.6,72.7,59.3,54.6,41.7,47.2,47.2,48.8,40.9,55.6,44.8,50,53.3,43571244
2009:Q2,GenX,13.1,21.4,20.7,24.4,8.6,13,10,6.4,6.1,7,7.6,8.3,2.4,3.3,16.9,8.4,9.4,7.4,10.8,19.9,36.4,36.4,36.7,39.4,15.4,13.6,19.9,7.5,33805768
2009:Q2,Millennial,1.1,2.1,1.5,4.8,0.6,1.7,0.3,0.5,0.7,0,0.2,0,1.9,0,1.8,0.1,0,0.6,0.4,3,3.8,3.8,2.7,9.2,2.1,0,1.4,0.5,11408795
2009:Q3,Silent,33,28.5,29.2,25.4,35.2,40,42.7,48.3,47.8,49.7,37.1,34.3,56.8,40.6,29.8,15.4,16.5,32.4,33.8,35.3,12.3,12.3,11.8,10,27.2,36.8,28,37.8,27707973
2009:Q3,BabyBoom,52.4,47.8,48.3,45.5,54.7,45.5,47.7,45.2,46,42.8,55.6,58,38.9,52.2,51.4,74.9,70.3,59.5,55.1,41.7,47.6,47.6,49.2,40.5,55.2,49.5,50.7,53.5,43484616
2009:Q3,GenX,13.5,21.5,20.9,24.3,9.5,12.8,9.3,6.2,5.7,7.5,7,7.7,2.1,7,17,9.6,12.9,7.5,10.8,19.8,36.3,36.3,36.5,39.7,15.4,13.7,19.6,8.2,33886638
2009:Q3,Millennial,1.2,2.2,1.6,4.9,0.6,1.7,0.3,0.3,0.5,0,0.3,0,2.3,0.1,1.8,0.2,0.3,0.6,0.3,3.1,3.9,3.9,2.6,9.7,2.2,0,1.6,0.5,11828992
2009:Q4,Silent,32.3,28.1,28.9,24.8,34.4,39.2,42.8,47.6,47.5,47.8,36.1,32.9,57.7,39.4,29.1,14.4,15.6,32,33.3,35.2,12.1,12,11.7,9.6,27.6,32,27.7,37,27398530
2009:Q4,BabyBoom,52.6,48,48.5,45.6,54.9,45.7,48,45.4,45.8,44.1,56.8,59.6,37.9,52.4,51.9,75,69.6,59.6,55.8,41.7,47.4,47.4,48.8,40.3,55.3,54.7,52.8,53.8,43412289
2009:Q4,GenX,13.7,21.4,20.7,24.3,9.9,13.2,8.9,6.5,6,8.1,6.7,7.5,1.7,7.9,17.1,10.4,14.4,7.6,10.7,19.8,36.3,36.3,36.6,40,14.9,13.3,17.3,8.5,33964699
2009:Q4,Millennial,1.3,2.5,1.8,5.2,0.7,1.9,0.3,0.5,0.7,0,0.3,0,2.6,0.2,1.9,0.2,0.4,0.7,0.2,3.3,4.2,4.2,3,10.1,2.2,0,2.1,0.6,12256086
2010:Q1,Silent,31.8,27.7,28.5,24.5,33.8,39.1,43.5,47.3,46.9,48.7,35.1,31.6,58.4,38.2,28.4,13.7,14.8,31.4,32.9,35.2,11.9,11.9,11.6,9.3,27.5,27.9,26.7,36.3,27094146
2010:Q1,BabyBoom,52.9,48.3,48.9,45.9,55.1,45.9,48.4,45.8,46.7,43.1,58,61.2,37,52.4,52.5,75.1,68.8,60.1,55.8,41.7,47.2,47.2,48.4,40.1,51,58.9,51.6,54.2,43358931
2010:Q1,GenX,13.9,21.3,20.6,24.2,10.2,13,7.8,6.4,5.8,8.2,6.5,7.2,1.6,9.1,17.1,11,15.8,7.8,10.9,19.6,36.3,36.3,36.6,40.3,18.2,13.1,19.9,8.8,34040749
2010:Q1,Millennial,1.4,2.6,2,5.4,0.8,2,0.3,0.5,0.6,0,0.4,0,3,0.4,2,0.3,0.6,0.8,0.3,3.4,4.6,4.6,3.4,10.4,3.3,0.2,1.8,0.7,12690845
2010:Q2,Silent,31.4,27.3,28.1,24,33.5,39,43.7,46.3,46.1,47.2,34,30.3,58.8,37.7,27.8,13.8,14.6,30.8,32.6,35.1,11.7,11.7,11.5,8.9,27.8,24.5,26,35.9,26795938
2010:Q2,BabyBoom,53.5,48.6,49.1,46.2,55.8,46.2,48.9,47.1,48,44,59.3,62.8,36.3,53.7,53.1,74.9,70.2,60.8,55.4,41.8,46.8,46.8,47.6,40.1,51.3,61.8,51.5,55,43329208
2010:Q2,GenX,13.6,21.3,20.6,24.1,9.9,12.7,7.1,6.2,5.5,8.7,6.2,6.9,1.6,8.3,16.9,10.9,14.7,7.7,11.3,19.5,36.4,36.4,36.8,40.4,17.7,13.3,20.7,8.5,34115585
2010:Q2,Millennial,1.5,2.8,2.2,5.6,0.8,2,0.3,0.3,0.4,0,0.4,0,3.2,0.3,2.3,0.3,0.5,0.7,0.7,3.6,5.1,5.1,4,10.5,3.3,0.4,1.8,0.6,13134036
2010:Q3,Silent,30.8,27.1,27.8,23.7,32.6,38.7,43.3,45.2,45.5,44.1,33,29,59.2,36.3,27.1,12.5,13.6,30.2,32.2,35.1,11.5,11.4,11.4,8.5,28.1,21.5,25.6,35,26505026
2010:Q3,BabyBoom,53.7,48.8,49.3,46.5,56,46.5,49.3,48.2,48.7,46.1,60.6,64.4,35.7,53,53.5,75.1,68.6,61.7,55.4,41.8,46.7,46.7,47.5,39.7,53.1,64.2,54,55.3,43327787
2010:Q3,GenX,13.9,21.1,20.5,24,10.5,12.8,7.1,6.1,5.4,9.5,5.8,6.5,1.6,10.1,17,12,17,7.5,11.5,19.4,36.4,36.4,36.7,40.8,15.9,13.7,18,9,34190003
2010:Q3,Millennial,1.6,3,2.4,5.8,0.9,2.1,0.4,0.4,0.4,0.4,0.5,0.1,3.5,0.6,2.3,0.4,0.8,0.6,0.9,3.7,5.5,5.5,4.4,11,2.9,0.6,2.4,0.7,13586428
2010:Q4,Silent,30.4,26.7,27.6,23.3,32,38.7,41.7,46.5,46,48.2,34.1,30.6,57.7,35.8,27.4,11,13,29.2,31.4,34.7,11.2,11.2,11.2,8.3,26.3,21.5,25.8,34.5,26222241
2010:Q4,BabyBoom,53.6,48.6,49.2,46.3,55.7,46.2,49.9,46.2,47.2,43.1,59,62.3,36.5,52.3,52.3,75.8,67.3,62.5,55.2,41.8,46.5,46.5,47.4,39.3,54.1,64.8,51.4,55.1,43357775
2010:Q4,GenX,14.4,21.4,20.7,24.3,11.3,13,8.1,6.7,6.1,8.7,6.4,6.9,2.6,11.2,17.8,12.7,18.7,7.7,12.6,19.6,36.5,36.5,36.9,40.6,16.3,13,20.6,9.7,34264512
2010:Q4,Millennial,1.6,3.2,2.5,6.1,1,2.1,0.4,0.6,0.8,0,0.6,0.2,3.3,0.7,2.4,0.5,1,0.5,0.9,3.9,5.8,5.8,4.5,11.7,3.2,0.7,2.2,0.8,14048591
2011:Q1,Silent,30,26.5,27.4,23,31.5,38.1,41.2,46.3,46,47.3,35.4,32.2,56.7,35.4,27.7,10.5,12.5,28.4,30.5,34.3,11,10.9,10.9,8.1,24.6,21.1,26.1,34,25947269
2011:Q1,BabyBoom,53.4,48.4,49,46,55.6,45.9,50.5,46.4,47.1,44,57,60,37.1,51.8,51.1,76.2,66.4,63.1,55,41.8,45.9,45.9,46.5,38.8,56,66,50.3,55,43416038
2011:Q1,GenX,14.9,21.8,21.1,24.6,11.9,13.7,7.9,6.8,6.2,8.7,7.1,7.6,3.1,12,18.7,12.8,19.9,7.9,13.7,19.8,36.8,36.8,37.4,40.6,16,11.8,21.4,10.3,34338466
2011:Q1,Millennial,1.7,3.3,2.6,6.4,1,2.3,0.4,0.6,0.7,0,0.5,0.2,3.1,0.8,2.5,0.5,1.1,0.6,0.9,4,6.4,6.4,5.1,12.5,3.3,1,2.3,0.7,14520307
2011:Q2,Silent,29.7,26.2,27.2,22.5,31.1,37.6,40.5,46.9,46.1,49,35.9,33.1,55.7,35.2,28,9.9,12.2,27.6,29.6,34,10.7,10.7,10.7,8,22.9,21.5,26.3,33.6,25679509
2011:Q2,BabyBoom,53.3,48.1,48.6,45.7,55.6,45.6,51.2,45.7,46.8,42.7,56.2,58.8,37.7,51.9,50,76.7,66.4,63.7,54.8,41.8,45.6,45.6,46.2,38.6,58.5,65.6,49.1,54.9,43497883
2011:Q2,GenX,15.2,22.2,21.5,25,12.2,14.3,7.8,6.9,6.4,8.3,7.2,7.7,3.7,12.1,19.5,12.9,20.2,8.1,14.8,20,37,37,37.7,40.3,15.3,11.9,22.2,10.7,34410932
2011:Q2,Millennial,1.8,3.5,2.7,6.7,1.1,2.5,0.5,0.6,0.8,0,0.7,0.4,3,0.8,2.5,0.5,1.2,0.6,0.8,4.2,6.8,6.8,5.4,13,3.3,1,2.4,0.8,15001162
2011:Q3,Silent,29.5,25.9,26.8,22.5,31,37,39.9,47,45.8,50.2,37.1,34.5,54.9,35.6,28.3,10.1,12.4,27,28.7,33.5,10.5,10.4,10.4,7.8,21.2,22.2,26.8,33.5,25418359
2011:Q3,BabyBoom,53.6,47.9,48.5,45.6,56,45.4,51.8,46.1,47.7,41.9,54.5,56.9,38.2,53.3,48.9,77,68.5,64.1,54.6,41.8,45,45,45.7,38,59.1,64.6,48.7,55.4,43598619
2011:Q3,GenX,15.2,22.6,22,25.1,11.9,14.9,7.8,6.6,6.1,8,7.8,8.3,4,10.5,20.2,12.4,18.2,8.3,15.9,20.2,37.2,37.3,38.1,40.2,16,12.3,21.7,10.5,34480976
2011:Q3,Millennial,1.8,3.5,2.7,6.8,1,2.7,0.5,0.3,0.4,0,0.7,0.3,2.9,0.5,2.6,0.5,0.9,0.7,0.8,4.4,7.3,7.3,5.8,13.9,3.7,0.9,2.8,0.6,15490741
2011:Q4,Silent,29.1,25.7,26.6,22.2,30.5,36.5,39.1,47.1,45.9,50.3,38.8,36.5,54,35.2,28.5,9.2,11.9,26.2,27.9,33.1,10.2,10.2,10.1,7.7,19.4,23.3,27.1,33,25163219
2011:Q4,BabyBoom,53.4,47.7,48.3,45.4,55.8,45.1,52.4,45.8,47.2,41.9,51.8,53.8,38.7,52.8,47.9,77.5,67.4,64.6,54.3,41.8,44.7,44.7,45.6,37.7,59.5,62.8,47.8,55.2,43713551
