Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2006:Q2,GenX,9356848,5503857,4575732,928125,3852991,616090,59339,105819,83907,21913,58444,58097,347,812751,157720,91357,444195,418202,943505,145570,4114424,4110709,3229173,859911,2329,19297,3715,5242424,32327944
2006:Q2,Millennial,476743,307201,207309,99892,169542,36856,3384,6636,2697,3939,959,538,421,12956,9056,289,5081,2107,81570,10648,203032,202866,100635,102045,132,53,166,273711,6654201
2006:Q3,Silent,28836482,9148871,7837598,1311273,19687611,2490648,699726,1359446,1108966,250481,526766,464019,62748,5625137,428113,227784,854594,4012858,3188446,274091,1865605,1856983,1267567,349127,7196,233094,8621,26970877,31412118
2006:Q3,BabyBoom,36583275,13125380,11237599,1887781,23457894,2161391,559924,975866,762271,213595,362116,315426,46690,5474706,510446,977043,2560176,5543295,4010868,322064,6335360,6324226,5059407,1054344,10206,200269,11134,30247914,44216140
2006:Q3,GenX,9744040,5694857,4740730,954126,4049184,630962,68813,109938,89660,20278,66275,64813,1462,859526,167287,99993,467990,452407,978930,147063,4272222,4268425,3355220,889519,3596,20090,3797,5471818,32503840
2006:Q3,Millennial,507150,318893,213796,105097,188257,40390,3438,8485,2522,5964,274,0,274,15146,9322,358,5656,2306,91732,11152,223967,223786,104987,118451,243,106,181,283183,7037235
2006:Q4,Silent,28959411,9090510,7791459,1299050,19868901,2479757,731154,1231943,997746,234197,515658,458047,57611,5945541,430380,221708,872740,3951680,3209149,279191,1887338,1878806,1276537,348419,12670,241179,8532,27072073,31127240
2006:Q4,BabyBoom,37491057,13158260,11256940,1901320,24332796,2235349,607217,902950,691206,211744,363998,317451,46547,5895424,527488,1006052,2676400,5711149,4078813,327957,6421677,6410433,5097676,1068228,19388,225141,11244,31069379,44232363
2006:Q4,GenX,10214322,5825035,4840565,984470,4389287,646423,84137,113833,93510,20323,72914,70729,2185,1021804,179289,109989,522782,487682,998419,152015,4392993,4389068,3452850,908331,7826,20061,3925,5821329,32667690
2006:Q4,Millennial,551465,335622,222203,113419,215843,44209,3521,12205,5406,6799,194,0,194,24830,9298,471,7904,2244,98754,12214,247215,247019,113760,131738,652,870,195,304250,7423572
2007:Q1,Silent,29041950,8956813,7679363,1277450,20085137,2496794,746498,1276907,1027564,249344,504579,451504,53075,6174169,427917,217402,878760,3888397,3193798,279916,1895108,1886575,1292768,338813,8675,246319,8533,27146842,30834961
2007:Q1,BabyBoom,38185632,13013971,11097008,1916963,25171661,2368252,633113,979300,749630,229670,386212,339721,46491,6208780,535653,1019359,2738082,5865753,4107830,329326,6411826,6400342,5112006,1054465,15241,218630,11484,31773806,44234822
2007:Q1,GenX,10517289,5886968,4863263,1023704,4630322,699163,91161,122445,99969,22476,76877,74088,2788,1131942,186299,115259,527799,522303,1002651,154422,4531046,4526835,3594966,904709,5920,21241,4211,5986243,32820210
2007:Q1,Millennial,588136,352180,225665,126515,235956,53532,3469,11406,4928,6477,131,0,131,31909,9813,454,7564,2487,102296,12896,286798,286594,143249,142185,522,637,205,301338,7812577
2007:Q2,Silent,28950829,8866427,7602486,1263940,20084402,2462732,764911,1200511,1011656,188855,493195,444901,48294,6299038,428928,210423,896298,3819411,3221537,287416,1915042,1906632,1305646,337835,7694,255458,8410,27035787,30536079
2007:Q2,BabyBoom,38792956,12933235,11001357,1931878,25859721,2402824,664629,961322,765488,195834,446039,399922,46117,6395392,550383,1056758,2855933,6004264,4184191,337986,6503838,6492295,5153199,1066091,15550,257454,11544,32289118,44220428
2007:Q2,GenX,10844585,5984248,4925864,1058383,4860337,689352,100721,124410,105304,19107,75409,71984,3424,1179357,197141,128116,585931,592846,1026016,161039,4667775,4663487,3718530,918106,6156,20695,4288,6176810,32962115
2007:Q2,Millennial,625989,363479,226059,137420,262510,54281,3403,14375,5549,8826,2381,2335,46,35172,9870,665,10245,7095,110688,14335,318221,317999,160464,154934,598,2003,222,307768,8203612
2007:Q3,Silent,29067394,8743663,7490892,1252772,20323731,2440689,829980,1432054,1084735,347320,482981,438487,44495,6345286,426164,205476,903366,3751018,3215888,290828,1928588,1920194,1315164,338087,10050,256893,8394,27138807,30231391
2007:Q3,BabyBoom,39481487,12858354,10916046,1942308,26623133,2463335,767234,1184082,876164,307918,472185,426115,46071,6482174,557906,1076040,2924981,6129594,4223275,342327,6549187,6537433,5217641,1086049,23147,210596,11754,32932300,44186093
2007:Q3,GenX,11073726,6037405,4950425,1086980,5036321,695892,140238,145132,113391,31741,78435,74553,3882,1175773,204008,135513,599203,661877,1034988,165262,4815618,4811069,3822955,954478,10182,23454,4549,6258108,33094122
2007:Q3,Millennial,631523,363347,217464,145883,268176,57447,3699,4076,3277,799,3286,3286,0,34862,10394,718,10396,12319,115572,15408,342814,342581,164230,176937,1136,278,232,288710,8596039
2007:Q4,Silent,28464055,8582605,7342442,1240164,19881450,2473259,875564,1427874,1064024,363850,473303,429916,43387,5979237,419638,205938,867252,3740587,3121341,297457,1915153,1906939,1316159,333844,11836,245100,8215,26548902,29921749
2007:Q4,BabyBoom,39531171,12774690,10804768,1969922,26756482,2562281,855199,1188307,867970,320337,600337,556556,43781,6243116,569507,1073151,2902400,6222371,4190154,349657,6623836,6611948,5251643,1102934,26506,230865,11888,32907336,44130018
2007:Q4,GenX,10946310,5956670,4852701,1103969,4989640,742182,172207,152603,116525,36078,63265,58866,4399,1061296,205491,135764,587116,686057,1015008,168652,4899785,4895212,3875202,982974,10968,26067,4573,6046525,33216960
2007:Q4,Millennial,692636,404835,244100,160735,287801,68325,4357,5717,5717,0,9603,9581,22,28265,11646,865,10432,17640,113848,17102,374677,374424,182527,189725,1270,901,253,317959,8989454
2008:Q1,Silent,27571081,8308125,7069241,1238884,19262956,2508018,937648,1456619,1084270,372349,472137,429475,42662,5521688,409029,210538,814600,3728104,2902875,301700,1893109,1884744,1314235,320946,14189,235374,8365,25677972,29608217
2008:Q1,BabyBoom,39041324,12533902,10536323,1997579,26507422,2666119,964261,1233073,904975,328098,700605,658773,41832,5875630,573123,1035568,2793266,6299993,4011331,354453,6665094,6652602,5254670,1091387,30904,275641,12492,32376230,44055579
2008:Q1,GenX,10558675,5821578,4706518,1115061,4737097,792401,212044,160786,120801,39985,53823,49024,4798,876915,202472,124913,496217,709235,937639,170653,4955098,4949942,3919846,990214,12203,27679,5156,5603577,33331411
2008:Q1,Millennial,697749,417949,246094,171855,279800,80526,5189,6784,6784,0,14640,14573,67,15478,13574,639,5281,23775,95308,18608,412200,411948,208409,199461,1474,2604,252,285549,9384393
2008:Q2,Silent,26848647,8038034,6798762,1239271,18810614,2470863,905554,1472778,1120128,352650,461409,413319,48090,5244607,403419,212783,785924,3717648,2831457,304171,1859955,1851669,1308132,314134,10792,218610,8286,24988693,29291913
2008:Q2,BabyBoom,38800659,12359714,10342622,2017092,26440945,2622516,937788,1280637,960851,319787,709783,666332,43451,5738811,586021,1020034,2796569,6397040,3994408,357336,6482497,6469740,5107999,1098395,23966,239380,12757,32318161,43967441
2008:Q2,GenX,10380208,5727861,4613231,1114629,4652348,746356,197974,167297,125572,41725,53019,48695,4324,818582,204874,120976,511245,734039,926398,171588,5025313,5019966,3976683,1002646,7873,32763,5347,5354896,33438273
2008:Q2,Millennial,705971,422677,244927,177749,283295,76722,5211,7305,7305,0,14935,14467,468,12102,14847,648,6930,29631,94999,19966,498024,497757,290620,205278,916,943,267,207947,9781621
2008:Q3,Silent,25906524,7804366,6577152,1227215,18102157,2494520,897343,1567820,1171404,396416,449888,395313,54575,4636726,394707,216725,729481,3704794,2700216,309937,1836736,1828669,1292030,304013,20025,212601,8067,24069788,28973956
2008:Q3,BabyBoom,38053073,12165776,10128727,2037049,25887297,2704849,944968,1384974,1037337,347637,707869,662438,45431,5157134,592812,993039,2657206,6475920,3904456,364073,6637201,6624386,5162001,1095532,41490,325363,12815,31415872,43870273
2008:Q3,GenX,9858049,5601561,4478336,1123225,4256488,783431,197460,179376,130661,48715,52928,49305,3623,508732,203778,113083,398679,757526,886702,174794,5009630,5004329,3933045,1023431,15321,32531,5301,4848418,33538343
2008:Q3,Millennial,723492,447441,257197,190244,276052,87427,5445,7109,7109,0,14689,13690,999,0,16689,512,0,36465,85862,21854,495199,494907,267363,220836,2027,4680,292,228294,10181908
2008:Q4,Silent,24741642,7570015,6370917,1199097,17171627,2540928,968575,1678165,1260164,418001,398854,341762,57092,3801765,384093,227776,650825,3688131,2517147,315367,1781215,1772921,1273159,294206,20748,184808,8294,22960427,28655466
2008:Q4,BabyBoom,36751125,11965161,9922694,2042467,24785964,2835171,1065171,1528493,1165768,362725,533890,488528,45362,4258996,595785,917487,2405963,6525545,3748852,370611,6463105,6449587,5157071,1090297,42760,159459,13518,30288020,43768739
2008:Q4,GenX,9073491,5446462,4323721,1122740,3627030,852518,241400,189965,135846,54119,70664,67122,3542,0,200433,88270,205547,778758,821569,177907,4980743,4974740,3885970,1030044,14566,44160,6003,4092748,33632418
2008:Q4,Millennial,754443,480233,278291,201942,274210,104682,6468,4656,4656,0,2736,1430,1306,0,18967,0,0,44776,68114,23809,493101,492816,261610,229242,1963,0,286,261342,10586021
2009:Q1,Silent,23844245,7334929,6159202,1175727,16509316,2515387,951427,1809270,1291273,517997,374662,313463,61200,3320573,378016,229621,611096,3667486,2336845,314933,1732873,1724873,1261156,276822,16759,170135,8001,22111372,28337559
2009:Q1,BabyBoom,35980512,11769810,9722578,2047232,24210702,2817104,1059170,1642153,1224102,418050,482103,436054,46049,3846307,607265,913466,2337130,6545173,3590351,370482,6460681,6447221,5210037,1055404,35363,146417,13460,29519831,43667507
2009:Q1,GenX,8839135,5309468,4191463,1118005,3529667,823464,235807,206755,140258,66497,75953,72772,3181,0,202086,87341,167348,797588,756242,177080,4939431,4933602,3862739,1011947,9943,48974,5830,3899703,33721294
2009:Q1,Millennial,772246,505161,294069,211093,267084,104024,6650,5052,5052,0,1765,0,1765,0,20581,0,0,54738,49290,24985,479227,478909,243665,233969,1274,0,318,293019,10994727
2009:Q2,Silent,23580722,7092684,5929470,1163214,16488038,2502106,904460,1633504,1117956,515548,365944,300826,65118,3775537,375231,221710,623192,3652900,2117416,316037,1700983,1693556,1249345,266099,20280,157832,7427,21879739,28021355
2009:Q2,BabyBoom,36548525,11632607,9576113,2056494,24915918,2824856,1010141,1438591,1017710,420880,508761,462131,46631,4647933,624951,972949,2520243,6616695,3378538,372260,6413697,6400708,5145217,1043666,41949,169876,12988,30134829,43571244
2009:Q2,GenX,9153693,5247740,4136266,1111474,3905954,811049,213554,211050,140602,70448,71920,69084,2836,287816,207415,109065,325570,820438,670751,177326,4941516,4936352,3869155,1003843,11630,51725,5163,4212177,33805768
2009:Q2,Millennial,786715,520270,302937,217333,266446,106436,6509,16073,16073,0,2253,0,2253,0,21670,924,0,63311,22823,26445,520896,520521,283685,235265,1572,0,375,265819,11408795
2009:Q3,Silent,23687514,6885024,5735174,1149850,16802490,2486837,844034,1708866,1250295,458571,359834,291001,68833,4180119,373051,212570,635022,3638699,2044838,318620,1666591,1659424,1232727,256104,24651,145942,7167,22020923,27707973
2009:Q3,BabyBoom,37629359,11554284,9492322,2061962,26075075,2828942,941259,1598748,1203360,395388,539056,491936,47120,5371127,643772,1036172,2709310,6693304,3337420,375965,6451807,6438836,5156123,1036701,49930,196081,12971,31177552,43484616
2009:Q3,GenX,9703738,5194097,4095220,1098877,4509641,795564,183836,217751,148540,69211,67793,65280,2513,722911,213387,132841,498876,843587,654441,178655,4917777,4912753,3827642,1016905,13911,54296,5024,4785961,33886638
2009:Q3,Millennial,829546,535267,314689,220577,294279,108189,6191,12362,12362,0,2766,0,2766,10804,22693,2229,9872,72216,18742,28216,524967,524557,273555,249001,2001,0,410,304579,11828992
2009:Q4,Silent,23290495,6747294,5614919,1132375,16543201,2520910,809111,1597646,1206990,390656,351252,278631,72622,4166390,369443,206440,624121,3621526,1952707,323653,1633497,1627063,1218709,245930,27279,135145,6435,21656997,27398530
2009:Q4,BabyBoom,37888710,11506986,9425985,2081001,26381724,2938998,908661,1523714,1162833,360880,552353,504708,47644,5538479,659881,1077394,2781956,6748178,3269249,382862,6419807,6407541,5092629,1028828,54746,231339,12267,31468902,43412289
2009:Q4,GenX,9888918,5135452,4026330,1109123,4753465,850579,168420,217545,151653,65892,65499,63336,2163,834914,217661,149192,575052,864827,627952,181824,4917614,4913591,3820030,1022535,14712,56315,4023,4971303,33964699
2009:Q4,Millennial,931456,587667,350033,237634,343789,124890,6126,17275,17275,0,3331,0,3331,23638,24040,3294,17063,82595,11036,30502,570942,570449,310529,257725,2195,0,493,360514,12256086
2010:Q1,Silent,23262240,6619340,5506335,1113005,16642900,2502541,734120,1722408,1272020,450388,342934,267563,75371,4262270,363099,201642,614666,3620929,1959410,318879,1604652,1597781,1196925,230771,45921,124165,6871,21657588,27094146
2010:Q1,BabyBoom,38646588,11530934,9442038,2088897,27115654,2938722,817866,1667639,1268642,398998,566088,518306,47781,5846398,670771,1108623,2861918,6936787,3322813,378029,6351161,6337898,4990715,999871,85014,262299,13262,32295427,43358931
2010:Q1,GenX,10118551,5084229,3981630,1102599,5034322,830628,131239,233694,157462,76232,63387,61385,2002,1014388,218676,162195,657069,896658,648575,177814,4872982,4867861,3775099,1003954,30338,58469,5122,5245569,34040749
2010:Q1,Millennial,1020896,630824,384521,246302,390073,126022,5566,16536,16536,0,3833,0,3833,44015,26011,4282,25216,87905,19573,31116,613493,613029,348459,258462,5429,679,464,407403,12690845
2010:Q2,Silent,22725391,6485030,5396729,1088301,16240362,2484912,692775,1769158,1365246,403912,336065,259190,76875,3847787,351508,203164,572957,3615918,2049043,317076,1570631,1563709,1181185,221326,48710,112489,6921,21154761,26795938
2010:Q2,BabyBoom,38650671,11545487,9451924,2093563,27105184,2940781,775309,1798720,1422295,376425,585617,538124,47493,5474265,671508,1101192,2762218,7133381,3485248,376945,6260316,6246612,4878648,993835,89949,284180,13704,32390355,43329208
2010:Q2,GenX,9861942,5059608,3965891,1093717,4802334,810997,112946,237623,162890,74733,61108,59031,2076,842954,213391,160935,579983,897339,709160,175900,4869430,4863914,3769509,1002316,31030,61058,5516,4992512,34115585
2010:Q2,Millennial,1061568,675431,420101,255330,386137,127109,5369,13274,13274,0,4233,0,4233,28742,29204,4640,19797,78972,42531,32266,683282,682808,414299,260976,5751,1782,474,378286,13134036
2010:Q3,Silent,22883856,6387476,5316290,1071187,16496380,2488886,683915,1704759,1407104,297656,331016,252461,78555,4155578,350636,192916,577421,3617628,2077235,316392,1528583,1522518,1163403,213125,45526,100464,6065,21355273,26505026
2010:Q3,BabyBoom,39887168,11519375,9416349,2103027,28367793,2991052,779516,1818299,1507109,311189,607991,560659,47332,6061643,693329,1162979,2917536,7385171,3572846,377431,6218204,6205401,4824687,994496,86101,300118,12803,33668964,43327787
2010:Q3,GenX,10317178,4989786,3905813,1083973,5327392,822620,112144,231471,167491,63980,58681,56568,2114,1154993,220550,185656,724668,902114,739728,174767,4848796,4844526,3734407,1020349,25755,64015,4270,5468382,34190003
2010:Q3,Millennial,1167893,714317,452138,262179,453576,135397,5558,15755,13092,2663,5415,739,4676,64575,30241,6359,34222,66971,55425,33658,726411,725833,442763,275756,4739,2575,578,441482,13586428
2010:Q4,Silent,23048411,6244686,5189504,1055182,16803725,2476613,718262,1763188,1299959,463229,348954,273298,75656,4445881,358707,177270,586478,3564789,2048674,314911,1494237,1487571,1119039,220999,43404,104129,6666,21554174,26222241
2010:Q4,BabyBoom,40589670,11356148,9257385,2098762,29233523,2959514,859440,1750041,1335834,414208,604292,556459,47833,6490178,684357,1222135,3039280,7638186,3606523,379576,6191818,6178511,4735589,1040246,89189,313486,13307,34397852,43357775
2010:Q4,GenX,10908662,5008333,3904250,1104083,5900329,829239,139031,255106,171456,83651,65176,61796,3381,1385194,233454,205250,844169,943375,822512,177823,4859773,4854442,3689083,1075588,26874,62897,5331,6048889,34264512
2010:Q4,Millennial,1247780,747477,470002,277475,500303,136614,6708,21229,21229,0,6089,1824,4265,87253,31572,7668,45027,65741,57092,35309,768518,767954,449164,309978,5308,3503,564,479262,14048591
2011:Q1,Silent,23030852,6113920,5062765,1051155,16916932,2507141,689460,1722248,1312292,409956,362893,287697,75196,4686641,368296,169758,589002,3497621,2010706,313164,1455599,1448761,1087369,213704,38499,109189,6838,21575253,25947269
2011:Q1,BabyBoom,41025919,11156704,9054182,2102522,29869215,3025221,846256,1724925,1343293,381632,584648,535458,49190,6862561,679263,1233769,3128439,7772997,3629574,381561,6091667,6078476,4630193,1019720,87484,341080,13191,34934252,43416038
2011:Q1,GenX,11423335,5025726,3901242,1124485,6397608,902353,131973,251851,176555,75295,72317,68171,4147,1587990,248382,206792,937908,974595,902810,180638,4882965,4877349,3724419,1066825,25056,61049,5616,6540370,34338466
2011:Q1,Millennial,1316248,761873,471772,290101,554375,154182,7040,20777,20777,0,5498,1360,4138,108085,32567,8073,53949,70262,56994,36948,849638,849041,510374,328060,5198,5409,597,466610,14520307
2011:Q2,Silent,22887457,6033485,4994985,1038500,16853972,2527208,669232,1806263,1308406,497857,384513,310125,74388,4643909,377173,161205,577482,3429974,1965679,311334,1416836,1409806,1053785,212956,32135,110930,7030,21470621,25679509
2011:Q2,BabyBoom,41165689,11047719,8940597,2107122,30117970,3069453,844599,1762422,1328595,433827,601203,550858,50345,6849129,673482,1253156,3137267,7899172,3644512,383576,6026033,6012913,4568596,1024106,81999,338212,13120,35139655,43497883
2011:Q2,GenX,11734890,5101543,3949172,1152371,6633347,961190,129199,265167,181185,83981,76838,71915,4923,1601407,262663,211029,956193,1004749,981567,183347,4888616,4882673,3730159,1070035,21388,61092,5943,6846274,34410932
2011:Q2,Millennial,1386085,805390,494310,311081,580695,168863,7477,21394,21394,0,7716,3742,3974,107692,33731,8644,55679,75559,55332,38609,893261,892632,536755,345980,4600,5297,629,492824,15001162
2011:Q3,Silent,22204716,5941481,4897298,1044183,16263235,2549514,648904,1985540,1416334,569207,396577,321815,74762,3998235,383492,160687,534340,3356798,1934789,314357,1382256,1375430,1021500,211186,31380,111364,6826,20822460,25418359
2011:Q3,BabyBoom,40353296,10988600,8877046,2111554,29364696,3120971,841693,1948829,1473990,474839,583006,531013,51993,5983713,662948,1222695,2953525,7975477,3679717,392123,5947511,5935102,4495921,1028110,87670,323401,12409,34405785,43598619
2011:Q3,GenX,11429902,5186054,4024773,1161281,6243848,1025575,126130,279159,188977,90183,83457,77963,5494,1183480,274006,196255,785744,1030458,1069677,189906,4920794,4915268,3742770,1086950,23727,61821,5526,6509108,34480976
2011:Q3,Millennial,1336368,805929,492318,313611,530439,185603,7902,13133,13133,0,7072,3123,3948,53709,35548,8148,37625,83755,56480,41463,961427,960716,574958,375929,5515,4314,711,374941,15490741
2011:Q4,Silent,22257392,5859760,4829707,1030053,16397632,2571887,646402,1972244,1397209,575035,397127,323051,74077,4194712,395401,149309,538500,3293489,1919206,319355,1350113,1343221,990109,211414,30933,110766,6892,20907279,25163219
2011:Q4,BabyBoom,40899728,10862505,8753049,2109456,30037223,3174620,864780,1916621,1436830,479791,529849,476730,53120,6300673,664783,1261869,3058561,8124889,3737031,403547,5906055,5893922,4462788,1038049,94722,298364,12132,34993673,43713551
2011:Q4,GenX,11992149,5207344,4030090,1177254,6784805,1092093,131840,283004,193779,89225,92008,85825,6184,1362909,292388,207658,894961,1061870,1167996,198078,4942967,4937353,3745021,1102287,26900,63145,5615,7049182,34547663
2011:Q4,Millennial,1432195,841011,513120,327891,591185,203614,8594,15032,15032,0,3803,0,3803,71880,35964,9162,48464,88591,61153,44928,1002647,1001883,588165,404475,6733,2510,764,429549,15988629
2012:Q1,Silent,22424727,5775573,4762461,1013112,16649154,2579180,615761,1932231,1327965,604267,406237,335487,70750,4623446,400221,132892,549476,3232944,1862219,314548,1311534,1304157,957655,205227,26722,114553,7376,21113194,24913488
2012:Q1,BabyBoom,41700532,10720573,8608574,2111999,30979959,3191833,843911,1829882,1331718,498164,521308,468469,52839,6962986,651840,1337230,3211167,8290153,3737714,401935,5784815,5772234,4339370,1022044,92776,318043,12581,35915717,43837988
2012:Q1,GenX,12720277,5229956,4027228,1202728,7490321,1134246,123077,286959,196146,90813,97870,90739,7131,1716620,302181,232500,1057812,1094305,1246428,198324,4947470,4940950,3760799,1093180,25071,61900,6520,7772807,34610060
2012:Q1,Millennial,1562650,889718,538642,351076,672932,215408,8837,20961,20961,0,3357,0,3357,113969,38244,11044,65919,92825,56307,46062,1095959,1095197,660061,424590,6596,3950,762,466691,16494412
2012:Q2,Silent,22177110,5727510,4719179,1008331,16449600,2572438,589980,2014982,1444574,570408,417058,349790,67268,4467381,399128,131410,530954,3165944,1849507,310819,1277935,1270075,925877,204856,23867,115474,7860,20899175,24668564
2012:Q2,BabyBoom,41768089,10779600,8668082,2111517,30988489,3171856,828976,1968744,1487416,481328,522574,470295,52278,6780613,625896,1313683,3178544,8395595,3800306,401703,5726660,5713601,4280780,1029510,93890,309420,13059,36041429,43967237
2012:Q2,GenX,12927789,5391256,4179853,1211403,7536534,1151604,116680,291298,205488,85810,103050,95076,7974,1644707,304608,220082,1033147,1121554,1350444,199359,4955275,4947844,3757101,1103511,24965,62267,7431,7972515,34667233
2012:Q2,Millennial,1582430,912597,554884,357712,669833,220179,9133,10881,10881,0,3425,524,2902,100572,42264,10693,62702,100523,61998,47462,1150194,1149434,686614,452592,6948,3281,760,432236,17007674
2012:Q3,Silent,22404596,5708494,4706966,1001528,16696103,2569693,595297,2092800,1427976,664824,423992,359694,64298,4682845,406151,120797,530647,3104297,1861336,308248,1247426,1239408,896222,204599,21134,117454,8018,21157170,24427847
2012:Q3,BabyBoom,42610514,10866791,8755908,2110882,31743724,3159663,861688,1992552,1455251,537301,510976,459164,51813,7145866,617864,1353209,3264296,8536411,3898213,402985,5747415,5734437,4290938,1036264,95132,312103,12978,36863099,44096603
2012:Q3,GenX,13599604,5531009,4309319,1221690,8068595,1175462,125319,304399,210166,94232,108629,99967,8662,1849963,317295,231307,1133615,1151500,1469830,201277,4958269,4950546,3743422,1120168,24935,62021,7722,8641336,34718248
2012:Q3,Millennial,1691495,954094,587588,366507,737401,226732,9964,12646,12646,0,2762,250,2512,124982,44133,11832,74051,106533,74582,49185,1168770,1167968,667754,489422,7336,3457,802,522725,17528001
2012:Q4,Silent,22252174,5686394,4690633,995761,16565780,2602496,618110,1998768,1432300,566468,434388,372952,61437,4682642,412147,113007,519834,3041691,1833355,309341,1212919,1205567,865818,204563,18682,116505,7352,21039254,24190735
2012:Q4,BabyBoom,43007042,10924189,8809789,2114400,32082853,3244179,922447,1936774,1453138,483635,513941,462701,51239,7191602,607622,1374487,3282310,8660332,3939813,409345,5562073,5550698,4119050,1049895,97172,284581,11375,37444969,44221396
2012:Q4,GenX,14050462,5648579,4411061,1237519,8401883,1267648,142489,298191,215449,82742,113353,104107,9246,1895625,328788,235652,1164456,1179873,1569606,206202,5001940,4995566,3769977,1136883,25320,63385,6373,9048523,34762171
2012:Q4,Millennial,1790427,1002153,622392,379760,788274,254732,11155,12314,12314,0,3329,1187,2142,127440,46352,12569,77384,113686,77329,51983,1314480,1313512,782872,521565,7873,1202,968,475947,18054978
2013:Q1,Silent,22542147,5713294,4730875,982418,16828853,2605996,584674,1885456,1389115,496341,437500,377051,60449,5150620,418935,101106,523527,3009678,1803497,307863,1183549,1175911,838834,201282,16208,119586,7639,21358597,23956627
2013:Q1,BabyBoom,44342454,11089547,8974771,2114775,33252908,3247658,891751,1827691,1385753,441938,488237,436533,51704,7954506,599229,1426891,3398455,9028423,3978035,412033,5757471,5745960,4313755,1033147,99027,300031,11511,38584983,44336922
2013:Q1,GenX,14958101,5804779,4548374,1256406,9153321,1305288,131413,292139,218302,73837,119007,109327,9680,2299692,341401,251621,1305442,1228280,1670094,208944,4936522,4929602,3714285,1127253,25617,62448,6920,10021578,34798068
2013:Q1,Millennial,1965371,1088041,688550,399491,877330,266303,11284,16655,16655,0,1971,0,1971,183376,48389,14125,94779,106653,79674,54122,1185736,1184740,621858,552090,8407,2384,996,779635,18588190
2013:Q2,Silent,22322385,5723290,4748838,974453,16599095,2610427,564347,1634167,1288377,345790,454733,395383,59350,5175603,423982,94073,512215,2971350,1850682,307517,1158148,1150039,812182,201731,14301,121824,8110,21164236,23724923
2013:Q2,BabyBoom,44903398,11288558,9177871,2110687,33614840,3251886,880701,1582712,1246141,336571,513145,461118,52027,8043873,586768,1444990,3414029,9352899,4127607,416231,5735025,5723011,4270886,1041642,103522,306961,12014,39168374,44438487
2013:Q2,GenX,15532090,6041459,4777461,1263999,9490631,1345195,126771,270694,216041,54653,122753,112669,10085,2370867,351855,254843,1338987,1281528,1814538,212600,4952975,4945126,3721878,1134002,27252,61994,7849,10579115,34825005
2013:Q2,Millennial,2105093,1143187,735505,407682,961906,278840,11643,37244,25436,11808,4010,2222,1788,191209,51024,14866,98979,112341,105091,56659,1241796,1240801,645645,582818,9440,2898,995,863297,19127223
2013:Q3,Silent,22513149,5747188,4771685,975502,16765961,2620513,563627,1579737,1272355,307383,459073,400787,58286,5378152,431979,82412,512521,2936163,1893402,308380,1132233,1124259,789500,201043,10992,122723,7974,21380916,23495021
2013:Q3,BabyBoom,46097244,11509443,9398617,2110827,34587800,3271370,901058,1525954,1219358,306595,495348,443047,52300,8410791,581195,1499521,3509629,9699734,4271124,422077,5702976,5691628,4243570,1047376,100560,300123,11349,40394267,44521400
2013:Q3,GenX,16387954,6266986,4997102,1269884,10120969,1397520,131506,267596,218894,48702,127876,117420,10456,2580086,366256,271643,1466257,1336694,1958280,217256,4997681,4990135,3749456,1153258,25194,62226,7546,11390273,34842049
2013:Q3,Millennial,2264745,1195908,785659,410249,1068836,295945,12409,43819,26920,16899,2751,1140,1610,221007,52764,16605,115956,116786,131135,59659,1315587,1314494,674452,628620,9169,2253,1094,949157,19671662
2013:Q4,Silent,22664112,5777298,4813309,963989,16886814,2593242,564002,1468955,1159261,309694,453432,394963,58469,5599596,426593,73787,525171,2952271,1916122,313642,1147587,1139560,783175,203259,12176,140949,8027,21516525,23266183
2013:Q4,BabyBoom,47505049,11662131,9541984,2120147,35842918,3367991,908838,1476698,1159440,317258,526926,476668,50258,8945375,604031,1545438,3652596,9995249,4387757,432020,5785098,5772993,4217006,1050412,107814,397761,12105,41719951,44582032
2013:Q4,GenX,16827602,6348288,5080418,1267870,10479315,1393018,135204,261834,212586,49248,128068,117423,10645,2735344,364326,299472,1599163,1407121,1933441,222323,5022215,5014402,3747333,1179664,29630,57775,7814,11805387,34848641
2013:Q4,Millennial,2442838,1277399,852072,425327,1165439,309867,13697,59257,40493,18764,5742,4244,1498,248684,55038,19831,141579,111278,136606,63860,1371731,1370604,690259,657133,11675,11538,1127,1071107,20221269
2014:Q1,Silent,22825661,5802432,4858985,943447,17023229,2586363,559173,1442150,1142439,299711,449983,391614,58368,5819419,420311,69609,523682,2941747,1897815,312977,1144955,1136901,774786,199694,11959,150462,8054,21680706,23037125
2014:Q1,BabyBoom,48597354,11774524,9651738,2122786,36822830,3521786,907423,1533159,1215452,317707,570687,522516,48171,9478926,624391,1556385,3695792,10060734,4440390,433157,5687922,5675117,4131184,1028698,106911,408324,12806,42909432,44621014
